date,state,cases,deaths
2020-04-01,ES,96.0,0.0
2020-04-01,DF,355.0,3.0
2020-04-01,CE,445.0,9.0
2020-04-01,BA,244.0,2.0
2020-04-01,AP,11.0,0.0
2020-04-01,AM,200.0,3.0
2020-04-01,AL,18.0,1.0
2020-04-01,AC,43.0,0.0
2020-04-02,TO,12.0,0.0
2020-04-02,SP,3431.0,188.0
2020-04-02,SE,23.0,2.0
2020-04-02,SC,239.0,2.0
2020-04-02,RS,334.0,5.0
2020-04-02,RR,26.0,0.0
2020-04-02,RO,10.0,1.0
2020-04-02,RN,103.0,2.0
2020-04-02,RJ,984.0,41.0
2020-04-02,PR,252.0,4.0
2020-04-02,PI,19.0,4.0
2020-04-02,PE,101.0,8.0
2020-04-02,PB,21.0,1.0
2020-04-02,PA,46.0,1.0
2020-04-02,MT,36.0,0.0
2020-04-02,MS,53.0,1.0
2020-04-02,MG,367.0,4.0
2020-04-02,MA,71.0,1.0
2020-04-02,GO,73.0,1.0
2020-04-02,ES,120.0,1.0
2020-04-02,DF,370.0,4.0
2020-04-02,CE,550.0,20.0
2020-04-02,BA,265.0,3.0
2020-04-02,AP,11.0,0.0
2020-04-02,AM,229.0,3.0
2020-04-02,AL,14.0,1.0
2020-04-02,AC,43.0,0.0
2020-04-03,TO,12.0,0.0
2020-04-03,SP,3979.0,219.0
2020-04-03,SE,25.0,2.0
2020-04-03,SC,273.0,5.0
2020-04-03,RS,396.0,5.0
2020-04-03,RR,30.0,0.0
2020-04-03,RO,10.0,1.0
2020-04-03,RN,171.0,4.0
2020-04-03,RJ,1073.0,47.0
2020-04-03,PR,301.0,4.0
2020-04-03,PI,21.0,4.0
2020-04-03,PE,131.0,9.0
2020-04-03,PB,29.0,1.0
2020-04-03,PA,50.0,1.0
2020-04-03,MT,44.0,1.0
2020-04-03,MS,60.0,1.0
2020-04-03,MG,397.0,6.0
2020-04-03,MA,81.0,1.0
2020-04-03,GO,87.0,2.0
2020-04-03,ES,139.0,4.0
2020-04-03,DF,402.0,5.0
2020-04-03,CE,646.0,22.0
2020-04-03,BA,286.0,5.0
2020-04-03,AP,19.0,0.0
2020-04-03,AM,260.0,7.0
2020-04-03,AL,19.0,2.0
2020-04-03,AC,46.0,0.0
2020-04-04,TO,14.0,0.0
2020-04-04,SP,4390.0,260.0
2020-04-04,SE,27.0,2.0
2020-04-04,SC,325.0,5.0
2020-04-04,RS,410.0,6.0
2020-04-04,RR,37.0,1.0
2020-04-04,RO,11.0,1.0
2020-04-04,RN,209.0,5.0
2020-04-04,RJ,1245.0,58.0
2020-04-04,PR,395.0,6.0
2020-04-04,PI,22.0,4.0
2020-04-04,PE,170.0,13.0
2020-04-04,PB,32.0,2.0
2020-04-04,PA,80.0,1.0
2020-04-04,MT,56.0,1.0
2020-04-04,MS,62.0,1.0
2020-04-04,MG,424.0,6.0
2020-04-04,MA,88.0,1.0
2020-04-04,GO,101.0,2.0
2020-04-04,ES,153.0,5.0
2020-04-04,DF,454.0,7.0
2020-04-04,CE,730.0,22.0
2020-04-04,BA,333.0,7.0
2020-04-04,AP,28.0,1.0
2020-04-04,AM,311.0,12.0
2020-04-04,AL,19.0,2.0
2020-04-04,AC,46.0,0.0
2020-04-05,TO,17.0,0.0
2020-04-05,SP,4547.0,275.0
2020-04-05,SE,32.0,3.0
2020-04-05,SC,348.0,10.0
2020-04-05,RS,418.0,7.0
2020-04-05,RR,42.0,1.0
2020-04-05,RO,12.0,1.0
2020-04-05,RN,235.0,7.0
2020-04-05,RJ,1393.0,64.0
2020-04-05,PR,438.0,9.0
2020-04-05,PI,23.0,4.0
2020-04-05,PE,195.0,20.0
2020-04-05,PB,34.0,4.0
2020-04-05,PA,86.0,1.0
2020-04-05,MT,60.0,1.0
2020-04-05,MS,65.0,1.0
2020-04-05,MG,491.0,6.0
2020-04-05,MA,96.0,2.0
2020-04-05,GO,113.0,3.0
2020-04-05,ES,166.0,6.0
2020-04-05,DF,468.0,7.0
2020-04-05,CE,806.0,26.0
2020-04-05,BA,393.0,9.0
2020-04-05,AP,29.0,2.0
2020-04-05,AM,417.0,14.0
2020-04-05,AL,23.0,2.0
2020-04-05,AC,48.0,0.0
2020-04-06,TO,17.0,0.0
2020-04-06,SP,4791.0,304.0
2020-04-06,SE,32.0,4.0
2020-04-06,SC,370.0,10.0
2020-04-06,RS,481.0,7.0
2020-04-06,RR,42.0,1.0
2020-04-06,RO,14.0,1.0
2020-04-06,RN,242.0,7.0
2020-04-06,RJ,1459.0,71.0
2020-04-06,PR,458.0,11.0
2020-04-06,PI,23.0,4.0
2020-04-06,PE,217.0,29.0
2020-04-06,PB,35.0,4.0
2020-04-06,PA,102.0,3.0
2020-04-06,MT,76.0,1.0
2020-04-06,MS,66.0,1.0
2020-04-06,MG,516.0,9.0
2020-04-06,MA,133.0,2.0
2020-04-06,GO,119.0,5.0
2020-04-06,ES,194.0,6.0
2020-04-06,DF,473.0,10.0
2020-04-06,CE,1013.0,31.0
2020-04-06,BA,423.0,10.0
2020-04-06,AP,34.0,2.0
2020-04-06,AM,532.0,19.0
2020-04-06,AL,26.0,2.0
2020-04-06,AC,50.0,0.0
2020-04-07,TO,19.0,0.0
2020-04-07,SP,5605.0,371.0
2020-04-07,SE,36.0,4.0
2020-04-07,SC,407.0,11.0
2020-04-07,RS,508.0,8.0
2020-04-07,RR,42.0,1.0
2020-04-07,RO,18.0,1.0
2020-04-07,RN,250.0,8.0
2020-04-07,RJ,1687.0,89.0
2020-04-07,PR,503.0,15.0
2020-04-07,PI,28.0,4.0
2020-04-07,PE,345.0,33.0
2020-04-07,PB,36.0,4.0
2020-04-07,PA,139.0,5.0
2020-04-07,MT,78.0,1.0
2020-04-07,MS,80.0,2.0
2020-04-07,MG,549.0,11.0
2020-04-07,MA,172.0,4.0
2020-04-07,GO,133.0,5.0
2020-04-07,ES,209.0,6.0
2020-04-07,DF,492.0,12.0
2020-04-07,CE,1177.0,41.0
2020-04-07,BA,454.0,14.0
2020-04-07,AP,48.0,2.0
2020-04-07,AM,636.0,23.0
2020-04-07,AL,26.0,2.0
2020-04-07,AC,50.0,1.0
2020-04-08,TO,23.0,0.0
2020-04-08,SP,6622.0,428.0
2020-04-08,SE,36.0,4.0
2020-04-08,SC,447.0,15.0
2020-04-08,RS,555.0,9.0
2020-04-08,RR,49.0,1.0
2020-04-08,RO,26.0,1.0
2020-04-08,RN,249.0,11.0
2020-04-08,RJ,1937.0,106.0
2020-04-08,PR,539.0,17.0
2020-04-08,PI,31.0,5.0
2020-04-08,PE,394.0,45.0
2020-04-08,PB,41.0,4.0
2020-04-08,PA,167.0,6.0
2020-04-08,MT,90.0,1.0
2020-04-08,MS,85.0,2.0
2020-04-08,MG,600.0,14.0
2020-04-08,MA,230.0,11.0
2020-04-08,GO,155.0,7.0
2020-04-08,ES,227.0,6.0
2020-04-08,DF,509.0,12.0
2020-04-08,CE,1360.0,53.0
2020-04-08,BA,506.0,18.0
2020-04-08,AP,107.0,2.0
2020-04-08,AM,804.0,30.0
2020-04-08,AL,31.0,2.0
2020-04-08,AC,54.0,2.0
2020-04-09,TO,23.0,0.0
2020-04-09,SP,7390.0,495.0
2020-04-09,SE,39.0,4.0
2020-04-09,SC,490.0,17.0
2020-04-09,RS,618.0,12.0
2020-04-09,RR,52.0,1.0
2020-04-09,RO,28.0,2.0
2020-04-09,RN,249.0,11.0
2020-04-09,RJ,2215.0,122.0
2020-04-09,PR,609.0,22.0
2020-04-09,PI,38.0,6.0
2020-04-09,PE,548.0,55.0
2020-04-09,PB,55.0,7.0
2020-04-09,PA,168.0,7.0
2020-04-09,MT,108.0,2.0
2020-04-09,MS,89.0,2.0
2020-04-09,MG,637.0,15.0
2020-04-09,MA,273.0,12.0
2020-04-09,GO,175.0,7.0
2020-04-09,ES,273.0,6.0
2020-04-09,DF,527.0,13.0
2020-04-09,CE,1437.0,57.0
2020-04-09,BA,559.0,19.0
2020-04-09,AP,128.0,2.0
2020-04-09,AM,899.0,40.0
2020-04-09,AL,31.0,2.0
2020-04-09,AC,62.0,2.0
2020-04-10,TO,23.0,0.0
2020-04-10,SP,8123.0,540.0
2020-04-10,SE,42.0,4.0
2020-04-10,SC,682.0,18.0
2020-04-10,RS,636.0,14.0
2020-04-10,RR,63.0,3.0
2020-04-10,RO,32.0,2.0
2020-04-10,RN,255.0,11.0
2020-04-10,RJ,2463.0,147.0
2020-04-10,PR,643.0,25.0
2020-04-10,PI,40.0,7.0
2020-04-10,PE,676.0,64.0
2020-04-10,PB,79.0,11.0
2020-04-10,PA,170.0,9.0
2020-04-10,MT,112.0,2.0
2020-04-10,MS,97.0,2.0
2020-04-10,MG,682.0,17.0
2020-04-10,MA,293.0,16.0
2020-04-10,GO,188.0,8.0
2020-04-10,ES,300.0,7.0
2020-04-10,DF,555.0,14.0
2020-04-10,CE,1538.0,67.0
2020-04-10,BA,607.0,19.0
2020-04-10,AP,166.0,2.0
2020-04-10,AM,981.0,50.0
2020-04-10,AL,38.0,2.0
2020-04-10,AC,70.0,2.0
2020-04-11,TO,23.0,0.0
2020-04-11,SP,8340.0,560.0
2020-04-11,SE,42.0,4.0
2020-04-11,SC,721.0,21.0
2020-04-11,RS,640.0,15.0
2020-04-11,RR,75.0,3.0
2020-04-11,RO,33.0,2.0
2020-04-11,RN,283.0,13.0
2020-04-11,RJ,2606.0,155.0
2020-04-11,PR,676.0,26.0
2020-04-11,PI,41.0,7.0
2020-04-11,PE,808.0,71.0
2020-04-11,PB,85.0,11.0
2020-04-11,PA,217.0,10.0
2020-04-11,MT,121.0,3.0
2020-04-11,MS,100.0,2.0
2020-04-11,MG,734.0,17.0
2020-04-11,MA,344.0,21.0
2020-04-11,GO,206.0,10.0
2020-04-11,ES,349.0,9.0
2020-04-11,DF,579.0,14.0
2020-04-11,CE,1648.0,74.0
2020-04-11,BA,631.0,20.0
2020-04-11,AP,193.0,3.0
2020-04-11,AM,1050.0,53.0
2020-04-11,AL,41.0,2.0
2020-04-11,AC,72.0,2.0
2020-04-12,TO,25.0,0.0
2020-04-12,SP,8668.0,588.0
2020-04-12,SE,44.0,4.0
2020-04-12,SC,721.0,24.0
2020-04-12,RS,653.0,16.0
2020-04-12,RR,79.0,3.0
2020-04-12,RO,35.0,2.0
2020-04-12,RN,298.0,15.0
2020-04-12,RJ,2854.0,170.0
2020-04-12,PR,738.0,30.0
2020-04-12,PI,44.0,7.0
2020-04-12,PE,952.0,84.0
2020-04-12,PB,101.0,13.0
2020-04-12,PA,246.0,13.0
2020-04-12,MT,123.0,3.0
2020-04-12,MS,101.0,2.0
2020-04-12,MG,796.0,20.0
2020-04-12,MA,398.0,24.0
2020-04-12,GO,229.0,14.0
2020-04-12,ES,383.0,9.0
2020-04-12,DF,614.0,14.0
2020-04-12,CE,1726.0,76.0
2020-04-12,BA,665.0,20.0
2020-04-12,AP,230.0,5.0
2020-04-12,AM,1206.0,62.0
2020-04-12,AL,41.0,2.0
2020-04-12,AC,77.0,2.0
2020-04-13,TO,26.0,0.0
2020-04-13,SP,8805.0,608.0
2020-04-13,SE,44.0,4.0
2020-04-13,SC,815.0,26.0
2020-04-13,RS,664.0,16.0
2020-04-13,RR,83.0,3.0
2020-04-13,RO,42.0,2.0
2020-04-13,RN,333.0,17.0
2020-04-13,RJ,3220.0,182.0
2020-04-13,PR,756.0,31.0
2020-04-13,PI,50.0,8.0
2020-04-13,PE,1146.0,101.0
2020-04-13,PB,111.0,13.0
2020-04-13,PA,270.0,15.0
2020-04-13,MT,134.0,4.0
2020-04-13,MS,113.0,4.0
2020-04-13,MG,805.0,23.0
2020-04-13,MA,445.0,27.0
2020-04-13,GO,233.0,15.0
2020-04-13,ES,430.0,14.0
2020-04-13,DF,638.0,15.0
2020-04-13,CE,1905.0,100.0
2020-04-13,BA,714.0,21.0
2020-04-13,AP,242.0,5.0
2020-04-13,AM,1275.0,71.0
2020-04-13,AL,43.0,2.0
2020-04-13,AC,90.0,3.0
2020-04-14,TO,26.0,0.0
2020-04-14,SP,9280.0,695.0
2020-04-14,SE,45.0,4.0
2020-04-14,SC,840.0,28.0
2020-04-14,RS,700.0,18.0
2020-04-14,RR,113.0,3.0
2020-04-14,RO,64.0,2.0
2020-04-14,RN,370.0,18.0
2020-04-14,RJ,3409.0,224.0
2020-04-14,PR,791.0,36.0
2020-04-14,PI,58.0,8.0
2020-04-14,PE,1276.0,114.0
2020-04-14,PB,136.0,16.0
2020-04-14,PA,323.0,19.0
2020-04-14,MT,138.0,4.0
2020-04-14,MS,115.0,4.0
2020-04-14,MG,874.0,27.0
2020-04-14,MA,478.0,32.0
2020-04-14,GO,284.0,15.0
2020-04-14,ES,463.0,17.0
2020-04-14,DF,651.0,17.0
2020-04-14,CE,2039.0,111.0
2020-04-14,BA,766.0,24.0
2020-04-14,AP,307.0,6.0
2020-04-14,AM,1484.0,90.0
2020-04-14,AL,65.0,3.0
2020-04-14,AC,99.0,3.0
2020-04-15,TO,26.0,1.0
2020-04-15,SP,10951.0,778.0
2020-04-15,SE,46.0,4.0
2020-04-15,SC,841.0,28.0
2020-04-15,RS,747.0,19.0
2020-04-15,RR,114.0,3.0
2020-04-15,RO,69.0,2.0
2020-04-15,RN,393.0,19.0
2020-04-15,RJ,3742.0,265.0
2020-04-15,PR,803.0,38.0
2020-04-15,PI,75.0,8.0
2020-04-15,PE,1472.0,142.0
2020-04-15,PB,152.0,21.0
2020-04-15,PA,384.0,21.0
2020-04-15,MT,151.0,4.0
2020-04-15,MS,121.0,4.0
2020-04-15,MG,893.0,30.0
2020-04-15,MA,630.0,34.0
2020-04-15,GO,304.0,15.0
2020-04-15,ES,557.0,18.0
2020-04-15,DF,682.0,17.0
2020-04-15,CE,2253.0,124.0
2020-04-15,BA,874.0,27.0
2020-04-15,AP,334.0,7.0
2020-04-15,AM,1554.0,106.0
2020-04-15,AL,74.0,4.0
2020-04-15,AC,101.0,3.0
2020-04-16,TO,31.0,1.0
2020-04-16,SP,11505.0,853.0
2020-04-16,SE,48.0,4.0
2020-04-16,SC,871.0,29.0
2020-04-16,RS,780.0,19.0
2020-04-16,RR,142.0,3.0
2020-04-16,RO,76.0,3.0
2020-04-16,RN,394.0,20.0
2020-04-16,RJ,3943.0,301.0
2020-04-16,PR,832.0,41.0
2020-04-16,PI,91.0,8.0
2020-04-16,PE,1674.0,159.0
2020-04-16,PB,165.0,24.0
2020-04-16,PA,438.0,24.0
2020-04-16,MT,156.0,5.0
2020-04-16,MS,131.0,5.0
2020-04-16,MG,947.0,33.0
2020-04-16,MA,695.0,37.0
2020-04-16,GO,318.0,16.0
2020-04-16,ES,760.0,25.0
2020-04-16,DF,716.0,20.0
2020-04-16,CE,2386.0,125.0
2020-04-16,BA,955.0,33.0
2020-04-16,AP,362.0,9.0
2020-04-16,AM,1719.0,124.0
2020-04-16,AL,82.0,4.0
2020-04-16,AC,110.0,5.0
2020-04-17,TO,31.0,1.0
2020-04-17,SP,12778.0,928.0
2020-04-17,SE,53.0,4.0
2020-04-17,SC,913.0,30.0
2020-04-17,RS,802.0,22.0
2020-04-17,RR,164.0,3.0
2020-04-17,RO,92.0,3.0
2020-04-17,RN,457.0,23.0
2020-04-17,RJ,4348.0,341.0
2020-04-17,PR,874.0,42.0
2020-04-17,PI,102.0,8.0
2020-04-17,PE,1996.0,185.0
2020-04-17,PB,195.0,26.0
2020-04-17,PA,557.0,26.0
2020-04-17,MT,162.0,5.0
2020-04-17,MS,143.0,5.0
2020-04-17,MG,1009.0,35.0
2020-04-17,MA,797.0,40.0
2020-04-17,GO,335.0,16.0
2020-04-17,ES,928.0,27.0
2020-04-17,DF,746.0,20.0
2020-04-17,CE,2669.0,149.0
2020-04-17,BA,1052.0,35.0
2020-04-17,AP,370.0,10.0
2020-04-17,AM,1809.0,145.0
2020-04-17,AL,103.0,6.0
2020-04-17,AC,135.0,5.0
2020-04-18,TO,33.0,1.0
2020-04-18,SP,13831.0,991.0
2020-04-18,SE,71.0,5.0
2020-04-18,SC,948.0,31.0
2020-04-18,RS,831.0,24.0
2020-04-18,RR,201.0,3.0
2020-04-18,RO,110.0,3.0
2020-04-18,RN,511.0,24.0
2020-04-18,RJ,4542.0,387.0
2020-04-18,PR,945.0,46.0
2020-04-18,PI,123.0,9.0
2020-04-18,PE,2182.0,204.0
2020-04-18,PB,205.0,28.0
2020-04-18,PA,640.0,33.0
2020-04-18,MT,171.0,5.0
2020-04-18,MS,161.0,5.0
2020-04-18,MG,1065.0,39.0
2020-04-18,MA,1040.0,44.0
2020-04-18,GO,376.0,18.0
2020-04-18,ES,1057.0,29.0
2020-04-18,DF,762.0,24.0
2020-04-18,CE,3028.0,180.0
2020-04-18,BA,1160.0,34.0
2020-04-18,AP,393.0,10.0
2020-04-18,AM,1897.0,161.0
2020-04-18,AL,124.0,8.0
2020-04-18,AC,142.0,5.0
2020-04-19,TO,33.0,1.0
2020-04-19,SP,14204.0,1015.0
2020-04-19,SE,82.0,5.0
2020-04-19,SC,961.0,32.0
2020-04-19,RS,854.0,24.0
2020-04-19,RR,222.0,3.0
2020-04-19,RO,128.0,4.0
2020-04-19,RN,556.0,26.0
2020-04-19,RJ,4675.0,402.0
2020-04-19,PR,987.0,48.0
2020-04-19,PI,145.0,10.0
2020-04-19,PE,2448.0,215.0
2020-04-19,PB,236.0,29.0
2020-04-19,PA,685.0,34.0
2020-04-19,MT,174.0,5.0
2020-04-19,MS,168.0,5.0
2020-04-19,MG,1142.0,39.0
2020-04-19,MA,1205.0,48.0
2020-04-19,GO,393.0,18.0
2020-04-19,ES,1125.0,32.0
2020-04-19,DF,827.0,24.0
2020-04-19,CE,3222.0,189.0
2020-04-19,BA,1236.0,45.0
2020-04-19,AP,416.0,11.0
2020-04-19,AM,2044.0,182.0
2020-04-19,AL,151.0,13.0
2020-04-19,AC,163.0,6.0
2020-04-20,TO,34.0,1.0
2020-04-20,SP,14517.0,1037.0
2020-04-20,SE,86.0,5.0
2020-04-20,SC,1011.0,35.0
2020-04-20,RS,889.0,27.0
2020-04-20,RR,244.0,3.0
2020-04-20,RO,160.0,4.0
2020-04-20,RN,590.0,27.0
2020-04-20,RJ,4899.0,422.0
2020-04-20,PR,1007.0,51.0
2020-04-20,PI,157.0,12.0
2020-04-20,PE,2679.0,233.0
2020-04-20,PB,245.0,32.0
2020-04-20,PA,902.0,35.0
2020-04-20,MT,181.0,6.0
2020-04-20,MS,171.0,5.0
2020-04-20,MG,1177.0,41.0
2020-04-20,MA,1320.0,54.0
2020-04-20,GO,400.0,19.0
2020-04-20,ES,1164.0,33.0
2020-04-20,DF,872.0,24.0
2020-04-20,CE,3403.0,206.0
2020-04-20,BA,1362.0,47.0
2020-04-20,AP,433.0,13.0
2020-04-20,AM,2160.0,185.0
2020-04-20,AL,163.0,16.0
2020-04-20,AC,176.0,8.0
2020-04-21,TO,37.0,1.0
2020-04-21,SP,15322.0,1093.0
2020-04-21,SE,92.0,5.0
2020-04-21,SC,1049.0,35.0
2020-04-21,RS,904.0,27.0
2020-04-21,RR,247.0,3.0
2020-04-21,RO,199.0,4.0
2020-04-21,RN,603.0,28.0
2020-04-21,RJ,5306.0,461.0
2020-04-21,PR,1024.0,51.0
2020-04-21,PI,186.0,14.0
2020-04-21,PE,2897.0,259.0
2020-04-21,PB,263.0,33.0
2020-04-21,PA,1026.0,38.0
2020-04-21,MT,181.0,6.0
2020-04-21,MS,173.0,6.0
2020-04-21,MG,1218.0,44.0
2020-04-21,MA,1396.0,60.0
2020-04-21,GO,421.0,19.0
2020-04-21,ES,1248.0,33.0
2020-04-21,DF,881.0,24.0
2020-04-21,CE,3656.0,224.0
2020-04-21,BA,1484.0,48.0
2020-04-21,AP,457.0,13.0
2020-04-21,AM,2270.0,193.0
2020-04-21,AL,202.0,17.0
2020-04-21,AC,195.0,8.0
2020-04-22,TO,37.0,1.0
2020-04-22,SP,15851.0,1134.0
2020-04-22,SE,117.0,7.0
2020-04-22,SC,1077.0,37.0
2020-04-22,RS,923.0,27.0
2020-04-22,RR,280.0,3.0
2020-04-22,RO,223.0,5.0
2020-04-22,RN,641.0,29.0
2020-04-22,RJ,5546.0,490.0
2020-04-22,PR,1063.0,57.0
2020-04-22,PI,206.0,15.0
2020-04-22,PE,3286.0,281.0
2020-04-22,PB,301.0,39.0
2020-04-22,PA,1195.0,43.0
2020-04-22,MT,183.0,6.0
2020-04-22,MS,175.0,6.0
2020-04-22,MG,1270.0,47.0
2020-04-22,MA,1604.0,66.0
2020-04-22,GO,438.0,21.0
2020-04-22,ES,1286.0,36.0
2020-04-22,DF,946.0,25.0
2020-04-22,CE,4090.0,238.0
2020-04-22,BA,1625.0,53.0
2020-04-22,AP,479.0,14.0
2020-04-22,AM,2479.0,207.0
2020-04-22,AL,235.0,18.0
2020-04-22,AC,214.0,8.0
2020-04-23,TO,37.0,2.0
2020-04-23,SP,16677.0,1345.0
2020-04-23,SE,124.0,8.0
2020-04-23,SC,1101.0,39.0
2020-04-23,RS,994.0,29.0
2020-04-23,RR,297.0,3.0
2020-04-23,RO,243.0,5.0
2020-04-23,RN,703.0,34.0
2020-04-23,RJ,6171.0,530.0
2020-04-23,PR,1082.0,60.0
2020-04-23,PI,217.0,15.0
2020-04-23,PE,3592.0,311.0
2020-04-23,PB,345.0,40.0
2020-04-23,PA,1267.0,53.0
2020-04-23,MT,221.0,7.0
2020-04-23,MS,186.0,7.0
2020-04-23,MG,1295.0,51.0
2020-04-23,MA,1757.0,76.0
2020-04-23,GO,452.0,23.0
2020-04-23,ES,1363.0,42.0
2020-04-23,DF,963.0,25.0
2020-04-23,CE,4676.0,270.0
2020-04-23,BA,1823.0,62.0
2020-04-23,AP,548.0,16.0
2020-04-23,AM,2888.0,234.0
2020-04-23,AL,316.0,20.0
2020-04-23,AC,227.0,10.0
2020-04-24,TO,43.0,2.0
2020-04-24,SP,17763.0,1512.0
2020-04-24,SE,144.0,8.0
2020-04-24,SC,1155.0,42.0
2020-04-24,RS,1061.0,31.0
2020-04-24,RR,304.0,3.0
2020-04-24,RO,290.0,5.0
2020-04-24,RN,746.0,38.0
2020-04-24,RJ,6282.0,570.0
2020-04-24,PR,1119.0,64.0
2020-04-24,PI,256.0,16.0
